Rewards,Steps,Epsilon
-143.63103717486885,101,1.0
-365.0717868085288,70,0.9901
-159.9061291348894,91,0.9802
-69.79333878143233,93,0.9702999999999999
-132.32947043863433,69,0.9603999999999999
-338.9566827447962,100,0.9504999999999999
-324.00120539818863,102,0.9405999999999999
-82.59031410230986,86,0.9306999999999999
-88.87798415225832,79,0.9207999999999998
-228.3662863576628,143,0.9108999999999998
-75.61414784869908,59,0.9009999999999998
-114.80493598404553,76,0.8910999999999998
-59.09792808252462,76,0.8811999999999998
-92.26483713953776,102,0.8712999999999997
-110.77442445458946,138,0.8613999999999997
-167.59917639738728,153,0.8514999999999997
-133.47706537589923,111,0.8415999999999997
-92.77532757995446,67,0.8316999999999997
-229.93286925178268,92,0.8217999999999996
-318.56842919647556,178,0.8118999999999996
-207.2278477861468,123,0.8019999999999996
-15.866560914010762,85,0.7920999999999996
-109.04710531993581,112,0.7821999999999996
-309.49420226647646,118,0.7722999999999995
-195.59321845002364,117,0.7623999999999995
-100.42405312318576,110,0.7524999999999995
-125.882510625186,74,0.7425999999999995
-96.268936969797,132,0.7326999999999995
-88.4487378378199,112,0.7227999999999994
-116.13935836196654,96,0.7128999999999994
-122.85166282253046,109,0.7029999999999994
-64.27355141966206,107,0.6930999999999994
-49.921116478706494,79,0.6831999999999994
-89.5016380258391,174,0.6732999999999993
-104.06769755664476,115,0.6633999999999993
-175.9876709851843,101,0.6534999999999993
-58.7292351727431,140,0.6435999999999993
-57.859150638920596,106,0.6336999999999993
-40.02245059509301,132,0.6237999999999992
-81.03598911414564,133,0.6138999999999992
-88.62756091630264,120,0.6039999999999992
-193.4914314704557,105,0.5940999999999992
-93.23924960795732,100,0.5841999999999992
-82.54218248963348,157,0.5742999999999991
5.210753813229545,121,0.5643999999999991
-28.2009891695148,172,0.5544999999999991
-17.391271217394078,557,0.5445999999999991
-56.38117834429834,115,0.5346999999999991
-49.792632981407365,152,0.524799999999999
55.100516075077024,167,0.514899999999999
6.476146796438229,123,0.504999999999999
-4.301439137444589,1000,0.495099999999999
11.370179420607599,246,0.48519999999999897
-173.83273159696128,973,0.47529999999999895
30.482278532606244,110,0.4653999999999989
-6.861734311747313,143,0.4554999999999989
-38.1280559262527,206,0.4455999999999989
0.9555371135041781,165,0.43569999999999887
-67.43582882234588,302,0.42579999999999885
-49.07015523488869,1000,0.4158999999999988
-6.426305525231881,1000,0.4059999999999988
88.68203191677708,1000,0.3960999999999988
-182.02250388211908,281,0.38619999999999877
-126.94870575765272,173,0.37629999999999875
85.66866606343575,1000,0.3663999999999987
-209.2832612413384,603,0.3564999999999987
-21.49925361778648,1000,0.3465999999999987
-68.66748202835348,474,0.33669999999999867
136.70645160957477,979,0.32679999999999865
65.09921872236374,1000,0.3168999999999986
108.25265174603757,643,0.3069999999999986
55.74758578246295,1000,0.2970999999999986
-266.6096216819127,632,0.28719999999999857
72.91435828046886,1000,0.27729999999999855
-319.52967019582167,588,0.2673999999999985
-100.45489008877672,477,0.2574999999999985
-46.4858647604767,1000,0.24759999999999852
37.85777347478439,1000,0.23769999999999852
26.161483508567756,126,0.22779999999999853
144.67419539338493,849,0.21789999999999854
226.88708204506847,764,0.20799999999999855
88.2375439198037,1000,0.19809999999999856
10.503050097062811,1000,0.18819999999999856
78.81490749548347,1000,0.17829999999999857
137.4556406287578,732,0.16839999999999858
-222.2322320787543,518,0.1584999999999986
104.43536659483617,1000,0.1485999999999986
225.3908414482632,630,0.1386999999999986
45.64885321748075,1000,0.1287999999999986
117.780317579157,1000,0.11889999999999862
99.95521457046041,1000,0.10899999999999863
132.52083569565002,1000,0.09909999999999863
-395.1769890968806,412,0.08919999999999864
203.69523489340247,425,0.07929999999999865
-234.72228364426257,548,0.06939999999999866
267.69106129115346,265,0.05949999999999866
239.783955711729,395,0.04959999999999866
249.46898966037844,246,0.03969999999999866
-5.345548234995619,1000,0.02979999999999866
-83.60195625830796,404,0.019899999999998662
258.4415257724311,327,0.009999999999998663
263.4168927239027,329,0.009899999999998675
283.9956543474202,294,0.00980099999999869
-53.952080740468936,1000,0.009702989999998702
287.5959208674376,295,0.009605960099998714
-182.14706989252898,946,0.009509900498998728
231.45690599658806,574,0.00941480149400874
270.83291918027817,229,0.009320653479068653
187.6844639515287,699,0.009227446944277967
192.25760471259048,532,0.009135172474835187
183.36763713881388,741,0.009043820750086836
292.57986889866385,297,0.008953382542585967
216.1724576603698,370,0.008863848717160108
241.8687656112918,441,0.008775210229988506
238.42290079944556,443,0.00868745812768862
218.8679579081001,570,0.008600583546411734
249.33368162903082,384,0.008514577710947616
263.3448386414435,480,0.00842943193383814
230.86899131812532,477,0.008345137614499759
251.36742465665617,213,0.008261686238354762
230.96991129695533,339,0.008179069375971215
239.5859215654843,498,0.008097278682211502
256.75336267930663,351,0.008016305895389387
232.76455506113507,358,0.007936142836435494
232.18492639392773,514,0.00785678140807114
251.38579683435697,236,0.007778213593990428
15.391983797683977,278,0.0077004314580505235
274.60616866426585,827,0.007623427143470018
251.18675004904415,242,0.007547192872035318
252.4490581300222,461,0.0074717209433149655
262.0952305165412,391,0.007397003733881816
242.7165261981308,235,0.007323033696542997
240.0525485576556,373,0.007249803359577567
251.4924907645618,291,0.007177305325981791
270.7511621332215,235,0.007105532272721973
207.75452023020858,745,0.0070344769499947534
203.69939153799322,546,0.006964132180494806
232.8034569823755,253,0.0068944908586898584
270.1323069672706,244,0.0068255459501029596
241.33147669414916,208,0.00675729049060193
269.02900392472975,255,0.006689717585695911
207.60357323427135,496,0.006622820409838952
275.81919975489023,368,0.006556592205740562
216.7757379382719,710,0.006491026283683156
294.8381695334608,269,0.006426116020846325
214.00056291230675,452,0.0063618548606378614
273.65602527138253,278,0.006298236312031483
184.5106639559428,485,0.006235253948911168
278.2060854860035,230,0.006172901409422056
180.00573503998987,560,0.006111172395327835
220.44462742102377,264,0.006050060671374557
238.5500473538593,218,0.005989560064660811
251.72505342380572,244,0.005929664464014203
265.0929135532232,238,0.005870367819374061
271.58683504236006,361,0.00581166414118032
219.42256456755922,373,0.005753547499768517
245.19668243643895,419,0.0056960120247708315
243.99799081523932,226,0.005639051904523123
245.16892611722363,278,0.005582661385477892
256.19880632447996,251,0.005526834771623113
242.4763136804217,233,0.005471566423906882
-20.916979581378158,283,0.005416850759667813
170.59983126795902,758,0.0053626822520711345
273.38215237024417,218,0.005309055429550423
-8.332777403683934,234,0.005255964875254919
241.00357127616496,262,0.00520340522650237
216.37025046847833,402,0.005151371174237347
230.64211362454705,322,0.005099857462494973
229.36955948157163,303,0.005048858887870023
115.77236174512964,1000,0.004998370298991322
-32.01124822186296,487,0.004948386596001409
-40.60468455473979,936,0.004898902730041395
184.09936906548057,576,0.004849913702740981
247.39603355137723,232,0.004801414565713571
238.16755679967886,372,0.0047534004200564355
254.45007856146515,361,0.004705866415855871
225.18603589440062,628,0.004658807751697312
201.18896111230634,592,0.004612219674180339
272.03527647203487,266,0.004566097477438536
212.64566757274218,557,0.00452043650266415
213.266335894754,575,0.004475232137637508
127.3643075274077,950,0.004430479816261133
211.66026360160419,547,0.004386175018098521
234.85787004718804,406,0.004342313267917536
158.58040676599205,502,0.00429889013523836
256.37289995550293,237,0.004255901233885977
276.16980579430276,245,0.004213342221547117
231.30145575635171,898,0.004171208799331645
-199.04956902185825,442,0.004129496711338328
-213.6050939883493,545,0.004088201744224945
11.097407181110484,210,0.004047319726782695
157.6982780161598,846,0.004006846529514868
204.93767891641068,444,0.00396677806421972
272.09235090992564,385,0.003927110283577523
161.4661226444236,753,0.0038878391807417477
257.1205633134281,265,0.00384896078893433
249.62106273755626,373,0.0038104711810449865
247.2801276395076,432,0.0037723664692345367
254.1060527666611,217,0.0037346428045421914
